model,repeat_index,actual_score,expected_score,elapsed_seconds,game_log_path
gpt-4.1,38,528,576.0,56.931,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r038.log
gpt-4.1,37,600,568.0,61.733,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r037.log
gpt-5.1,38,596,576.0,54.757,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r038.log
gpt-4.1,36,460,464.0,64.874,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r036.log
gpt-5.4,38,240,240,57.627,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r038.log
gpt-5.1,37,632,576.0,65.016,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r037.log
gpt-4.1,40,580,568.0,47.597,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r040.log
gpt-4o-mini,39,336,336.0,60.778,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r039.log
gpt-4.1,39,502,460.0,56.369,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r039.log
gpt-5.4,39,528,576.0,55.776,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r039.log
gpt-5.1,39,504,576.0,62.173,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r039.log
gpt-4o-mini,35,416,424.0,90.641,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r035.log
gpt-5.1,40,240,240,58.29,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r040.log
gpt-4.1,41,456,576.0,50.396,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r041.log
gpt-5.4,40,240,240,63.042,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r040.log
gpt-5.4,41,240,240,52.555,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r041.log
gpt-4o-mini,40,536,480.0,77.812,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r040.log
gpt-4.1,42,552,576.0,51.252,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r042.log
gpt-4o-mini,41,232,232,63.719,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r041.log
gpt-5.1,41,424,472.0,59.53,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r041.log
gpt-5.4,42,516,472.0,52.961,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r042.log
gpt-4.1,43,576,576.0,54.798,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r043.log
gpt-5.1,42,416,472.0,61.094,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r042.log
gpt-4o-mini,42,240,240,65.952,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r042.log
gpt-4.1,46,482,508.0,44.108,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r046.log
gpt-4.1,44,484,472.0,52.262,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r044.log
gpt-5.4,43,656,576.0,56.788,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r043.log
gpt-5.4,44,608,576.0,54.363,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r044.log
gpt-5.1,45,240,240,55.984,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r045.log
gpt-4.1,47,428,416.0,46.917,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r047.log
gpt-5.1,44,520,480.0,58.158,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r044.log
gpt-4.1,45,666,572.0,58.376,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r045.log
gpt-4o-mini,43,590,468.0,71.786,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r043.log
gpt-5.4,45,240,240,60.043,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r045.log
gpt-5.1,43,538,468.0,67.536,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r043.log
gpt-5.4,46,240,240,56.858,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r046.log
gpt-4o-mini,47,176,176.0,54.891,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r047.log
gpt-4o-mini,44,420,392.0,69.776,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r044.log
gpt-5.1,46,460,472.0,61.471,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r046.log
gpt-4o-mini,46,590,476.0,64.791,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r046.log
gpt-4o-mini,45,476,464.0,67.989,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r045.log
gpt-4.1,48,398,476.0,42.453,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r048.log
gpt-4o-mini,48,354,372.0,53.203,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r048.log
gpt-5.1,47,506,468.0,61.411,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r047.log
gpt-4.1,50,556,472.0,35.914,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r050.log
gpt-5.4,47,240,288.0,58.075,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r047.log
gpt-4.1,49,552,576.0,47.025,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4.1_r049.log
gpt-5.4,49,588,576.0,45.298,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r049.log
gpt-5.1,48,624,576.0,56.173,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r048.log
gpt-4o-mini,49,436,456.0,52.14,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r049.log
gpt-5.4,48,574,556.0,54.184,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.4_r048.log
gpt-5.1,49,524,576.0,52.765,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r049.log
gpt-5.1,50,684,576.0,46.343,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-5.1_r050.log
gpt-4o-mini,50,360,384.0,102.588,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30/openai-none/game_logs/gpt-4o-mini_r050.log
