good_model,bad_model,repeat_index,actual_score,expected_score,elapsed_seconds,match_log_path
gpt-5.1,gpt-5.4,8,252,264.0,110.634,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r008.log
gpt-5.1,gpt-5.1,7,240,264.0,195.985,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r007.log
gpt-4.1,gpt-5.1,7,354,316.0,208.711,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r007.log
gpt-5.4,gpt-5.1,7,240,240,176.191,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r007.log
gpt-5.4,gpt-4.1,8,228,264.0,102.891,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r008.log
gpt-4o-mini,gpt-5.4,9,240,240,115.141,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r009.log
gpt-4.1,gpt-5.1,8,270,276.0,196.979,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r008.log
gpt-4o-mini,gpt-4.1,9,240,240,127.759,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r009.log
gpt-5.4,gpt-5.4,8,408,432.0,137.103,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r008.log
gpt-4.1,gpt-4.1,9,300,312.0,123.396,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r009.log
gpt-5.1,gpt-4.1,9,500,480.0,104.21,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r009.log
gpt-5.1,gpt-4o-mini,9,478,556.0,120.783,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r009.log
gpt-4.1,gpt-5.4,9,238,244.0,127.456,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r009.log
gpt-5.4,gpt-4o-mini,8,628,552.0,167.562,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r008.log
gpt-5.4,gpt-5.1,8,234,276.0,162.707,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r008.log
gpt-5.1,gpt-5.4,9,240,240,114.775,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r009.log
gpt-4o-mini,gpt-4.1,10,240,240,99.962,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r010.log
gpt-5.1,gpt-5.1,8,472,464.0,210.641,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r008.log
gpt-5.4,gpt-4o-mini,9,382,364.0,122.002,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r009.log
gpt-4.1,gpt-5.1,9,238,244.0,149.722,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r009.log
gpt-4o-mini,gpt-5.1,8,332,376.0,256.337,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r008.log
gpt-5.4,gpt-4.1,9,424,456.0,125.814,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r009.log
gpt-4.1,gpt-4o-mini,9,358,356.0,169.153,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r009.log
gpt-4o-mini,gpt-4o-mini,9,258,268.0,179.159,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r009.log
gpt-5.4,gpt-5.1,9,262,284.0,138.666,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r009.log
gpt-4.1,gpt-4.1,10,284,264.0,119.727,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r010.log
gpt-5.1,gpt-4.1,10,444,472.0,108.277,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r010.log
gpt-4o-mini,gpt-5.1,9,240,240,194.866,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r009.log
gpt-4o-mini,gpt-5.4,10,240,240,135.5,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r010.log
gpt-5.4,gpt-5.4,9,470,476.0,144.424,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r009.log
gpt-5.1,gpt-4o-mini,10,464,472.0,120.643,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r010.log
gpt-4.1,gpt-5.4,10,238,244.0,131.839,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r010.log
gpt-4o-mini,gpt-4o-mini,10,232,232,158.72,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r010.log
gpt-4.1,gpt-4o-mini,10,306,308.0,147.488,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r010.log
gpt-5.1,gpt-5.1,9,428,528.0,184.762,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r009.log
gpt-4o-mini,gpt-5.1,10,240,240,165.162,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r010.log
gpt-5.4,gpt-4.1,10,246,276.0,115.049,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r010.log
gpt-5.1,gpt-5.4,10,318,292.0,134.982,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r010.log
gpt-5.4,gpt-4o-mini,10,588,576.0,132.612,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r010.log
gpt-4o-mini,gpt-4o-mini,11,240,240,126.827,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r011.log
gpt-4.1,gpt-5.1,10,382,380.0,194.629,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r010.log
gpt-4o-mini,gpt-4.1,11,240,240,129.646,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r011.log
gpt-4.1,gpt-4o-mini,11,248,264.0,119.689,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r011.log
gpt-5.1,gpt-5.1,10,318,324.0,161.525,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r010.log
gpt-5.1,gpt-4.1,11,456,576.0,115.585,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r011.log
gpt-5.1,gpt-4o-mini,11,444,472.0,119.156,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r011.log
gpt-5.4,gpt-5.4,10,454,516.0,150.39,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r010.log
gpt-4o-mini,gpt-5.4,11,232,232,145.369,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r011.log
gpt-4.1,gpt-5.4,11,238,244.0,129.863,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r011.log
gpt-4.1,gpt-4.1,11,296,288.0,141.996,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r011.log
gpt-5.4,gpt-4o-mini,11,372,424.0,127.431,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r011.log
gpt-5.1,gpt-5.4,11,384,376.0,142.0,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r011.log
gpt-5.4,gpt-4.1,11,672,576.0,131.745,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r011.log
gpt-4o-mini,gpt-4o-mini,12,232,232,123.242,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r012.log
gpt-5.4,gpt-5.4,11,240,240,130.293,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r011.log
gpt-4.1,gpt-4o-mini,12,302,308.0,118.16,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r012.log
gpt-5.1,gpt-5.1,11,284,264.0,157.372,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r011.log
gpt-5.4,gpt-5.1,10,482,452.0,197.92,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r010.log
gpt-4o-mini,gpt-5.4,12,240,240,134.822,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r012.log
gpt-4.1,gpt-5.4,12,238,244.0,117.314,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r012.log
gpt-4o-mini,gpt-4.1,12,232,232,139.699,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r012.log
gpt-4.1,gpt-4.1,12,258,268.0,128.391,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r012.log
gpt-5.1,gpt-4o-mini,12,474,540.0,118.383,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r012.log
gpt-4o-mini,gpt-5.1,12,260,288.0,154.324,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r012.log
gpt-4.1,gpt-5.1,11,498,420.0,197.578,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r011.log
gpt-4o-mini,gpt-5.1,11,362,372.0,217.611,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r011.log
gpt-5.1,gpt-4.1,12,612,576.0,123.181,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r012.log
gpt-5.4,gpt-5.1,11,608,552.0,185.32,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r011.log
gpt-4.1,gpt-5.1,12,240,240,165.301,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r012.log
gpt-5.1,gpt-5.4,12,288,280.0,125.318,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r012.log
gpt-5.4,gpt-4o-mini,12,574,572.0,121.165,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r012.log
gpt-5.4,gpt-4.1,12,228,264.0,125.436,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r012.log
gpt-4o-mini,gpt-4o-mini,13,232,232,117.615,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r013.log
gpt-5.4,gpt-5.4,12,576,576.0,138.958,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r012.log
gpt-4o-mini,gpt-4.1,13,240,240,139.435,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r013.log
gpt-4.1,gpt-4.1,13,272,288.0,128.424,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r013.log
gpt-4o-mini,gpt-5.4,13,240,240,143.511,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r013.log
gpt-5.1,gpt-4.1,13,278,276.0,116.21,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r013.log
gpt-4.1,gpt-4o-mini,13,406,388.0,154.419,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r013.log
gpt-5.4,gpt-5.4,13,310,308.0,113.696,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r013.log
gpt-4.1,gpt-5.4,13,248,248.0,143.971,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r013.log
gpt-5.1,gpt-4o-mini,13,528,472.0,135.541,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r013.log
gpt-5.1,gpt-5.1,12,398,356.0,194.698,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r012.log
gpt-5.4,gpt-4.1,13,596,472.0,121.491,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r013.log
gpt-5.4,gpt-4o-mini,13,560,576.0,127.294,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r013.log
gpt-5.1,gpt-5.4,13,240,240,134.891,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r013.log
gpt-4o-mini,gpt-5.4,14,240,240,123.782,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r014.log
gpt-4o-mini,gpt-5.1,13,176,176,186.371,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r013.log
gpt-4.1,gpt-5.1,13,240,240,172.017,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r013.log
gpt-4.1,gpt-5.4,14,240,240,118.489,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r014.log
gpt-5.4,gpt-5.1,12,420,440.0,221.113,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r012.log
gpt-4.1,gpt-4.1,14,382,364.0,140.285,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r014.log
gpt-5.1,gpt-4o-mini,14,576,576.0,124.877,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r014.log
gpt-5.1,gpt-5.1,13,240,264.0,185.432,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r013.log
gpt-4o-mini,gpt-4o-mini,14,212,224.0,169.411,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r014.log
gpt-5.1,gpt-4.1,14,340,376.0,137.096,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r014.log
gpt-5.4,gpt-4.1,14,312,336.0,125.569,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r014.log
gpt-4.1,gpt-4o-mini,14,556,544.0,169.018,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r014.log
gpt-5.1,gpt-5.4,14,272,264.0,137.339,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r014.log
gpt-4.1,gpt-5.1,14,238,244.0,166.308,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r014.log
gpt-5.4,gpt-4o-mini,14,276,336.0,136.264,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r014.log
gpt-4o-mini,gpt-5.1,14,252,264.0,188.703,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r014.log
gpt-4o-mini,gpt-4.1,14,240,240,198.082,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r014.log
gpt-5.4,gpt-5.1,13,406,460.0,215.899,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r013.log
gpt-5.4,gpt-5.4,14,602,564.0,136.311,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r014.log
gpt-5.1,gpt-5.1,14,272,264.0,182.633,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r014.log
gpt-4.1,gpt-4.1,15,276,288.0,123.48,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r015.log
gpt-5.1,gpt-4.1,15,632,576.0,129.787,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r015.log
gpt-5.4,gpt-5.1,14,254,260.0,170.673,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r014.log
gpt-4.1,gpt-5.4,15,248,264.0,132.168,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r015.log
gpt-4o-mini,gpt-4.1,15,240,240,155.118,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r015.log
gpt-4o-mini,gpt-5.4,15,240,240,143.777,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r015.log
gpt-5.1,gpt-5.4,15,238,244.0,120.21,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r015.log
gpt-5.1,gpt-4o-mini,15,692,576.0,138.36,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r015.log
gpt-5.4,gpt-4.1,15,536,536.0,127.863,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r015.log
gpt-4o-mini,gpt-4o-mini,15,250,244.0,177.196,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r015.log
