good_model,bad_model,repeat_index,actual_score,expected_score,elapsed_seconds,match_log_path
gpt-4.1,gpt-4o-mini,8,662,540.0,323.097,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r008.log
gpt-4o-mini,gpt-5.1,8,176,176,354.186,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r008.log
gpt-4.1,gpt-4.1,8,372,360.0,320.592,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r008.log
gpt-4.1,gpt-5.4,8,240,240,268.103,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r008.log
gpt-5.1,gpt-4o-mini,8,480,576.0,264.799,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r008.log
gpt-4.1,gpt-5.1,8,294,324.0,342.356,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r008.log
gpt-5.1,gpt-4.1,8,386,356.0,270.876,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r008.log
gpt-5.4,gpt-4o-mini,8,530,492.0,242.592,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r008.log
gpt-5.1,gpt-5.4,8,500,576.0,254.057,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r008.log
gpt-5.4,gpt-4.1,8,270,300.0,247.701,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r008.log
gpt-5.1,gpt-5.1,8,510,540.0,316.548,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r008.log
gpt-5.4,gpt-5.4,8,458,356.0,154.892,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r008.log
gpt-5.4,gpt-5.1,8,632,576.0,220.204,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_pilot8/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r008.log
