good_model,bad_model,run_id,actual_score,expected_score
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r089,262.0,284.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r090,546.0,548.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r091,238.0,268.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r092,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r093,290.0,292.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r094,284.0,264.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r095,648.0,576.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r096,454.0,452.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r097,578.0,476.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r098,388.0,336.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r099,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r100,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r101,524.0,544.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r102,376.0,352.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r103,422.0,388.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r104,276.0,272.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r105,478.0,404.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r106,504.0,512.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r107,610.0,548.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r108,246.0,276.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r109,270.0,268.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r110,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r111,444.0,408.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r112,254.0,252.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r113,250.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r114,550.0,468.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r115,520.0,496.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r116,480.0,528.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r117,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r118,280.0,296.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r119,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r120,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r121,242.0,276.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r122,252.0,296.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r123,514.0,572.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r124,574.0,548.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r125,238.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r126,352.0,368.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r127,298.0,348.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r128,422.0,516.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r129,276.0,272.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r130,506.0,444.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r131,420.0,472.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r132,250.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r133,510.0,500.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r134,234.0,252.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r135,316.0,288.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r136,504.0,456.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r137,258.0,252.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r138,406.0,412.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r139,250.0,244.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r140,270.0,268.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r141,234.0,252.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r142,470.0,548.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r143,396.0,352.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r144,248.0,248.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r145,382.0,404.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r146,250.0,268.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r147,292.0,296.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r148,288.0,272.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r149,576.0,576.0
gpt-4.1,gpt-5.1,gpt-4.1_vs_gpt-5.1_r150,654.0,564.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r001,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r002,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r003,240.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r004,422.0,356.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r005,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r006,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r007,298.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r008,264.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r009,318.0,324.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r010,260.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r011,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r012,246.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r013,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r014,302.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r015,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r016,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r017,258.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r018,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r019,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r020,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r021,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r022,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r023,254.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r024,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r025,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r026,288.0,280.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r027,270.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r028,260.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r029,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r030,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r031,240.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r032,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r034,228.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r035,288.0,288.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r036,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r037,308.0,288.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r038,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r039,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r040,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r041,250.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r042,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r043,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r044,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r045,264.0,288.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r046,234.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r047,228.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r048,244.0,256.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r050,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r051,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r052,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r053,282.0,300.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r054,258.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r055,282.0,268.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r056,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r057,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r058,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r059,258.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r060,264.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r061,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r062,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r063,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r064,250.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r065,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r066,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r067,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r068,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r069,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r070,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r071,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r072,284.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r073,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r074,282.0,268.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r075,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r076,298.0,284.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r077,264.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r078,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r079,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r080,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r081,270.0,268.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r082,246.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r083,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r084,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r086,246.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r087,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r088,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r089,268.0,256.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r090,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r091,234.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r092,266.0,260.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r093,250.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r094,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r095,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r096,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r097,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r098,260.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r099,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r100,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r101,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r102,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r103,234.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r104,264.0,288.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r105,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r106,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r107,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r108,278.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r109,264.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r110,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r111,258.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r112,252.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r113,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r114,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r115,246.0,276.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r116,262.0,268.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r117,250.0,260.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r118,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r119,254.0,260.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r120,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r121,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r122,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r124,266.0,260.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r125,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r126,266.0,252.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r127,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r128,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r129,296.0,304.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r130,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r131,260.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r132,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r133,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r134,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r135,228.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r136,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r137,228.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r138,274.0,268.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r139,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r140,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r141,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r142,238.0,244.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r143,264.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r144,228.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r145,268.0,256.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r146,248.0,248.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r147,248.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r148,240.0,240.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r149,272.0,264.0
gpt-4.1,gpt-5.4,gpt-4.1_vs_gpt-5.4_r150,244.0,256.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r001,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r003,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r005,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r007,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r008,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r009,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r010,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r011,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r012,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r013,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r014,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r015,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r016,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r018,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r019,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r020,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r022,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r024,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r025,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r026,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r027,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r028,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r029,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r034,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r035,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r036,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r037,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r038,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r040,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r043,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r044,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r045,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r046,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r047,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r049,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r050,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r051,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r052,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r054,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r056,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r058,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r060,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r061,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r063,266.0,252.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r064,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r065,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r066,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r067,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r068,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r069,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r071,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r072,246.0,252.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r073,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r074,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r075,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r076,250.0,244.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r077,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r079,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r080,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r081,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r082,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r085,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r086,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r087,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r088,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r089,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r091,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r092,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r094,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r097,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r098,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r099,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r100,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r101,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r103,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r104,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r105,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r106,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r107,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r109,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r111,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r112,250.0,244.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r113,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r114,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r115,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r116,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r117,240.0,240.0
gpt-4o-mini,gpt-4.1,gpt-4o-mini_vs_gpt-4.1_r118,240.0,240.0
