good_model,bad_model,repeat_index,actual_score,expected_score,elapsed_seconds,match_log_path
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,58,398,356.0,127.534,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r058.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,57,362,356.0,142.134,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r057.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,57,270,300.0,142.135,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r057.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,58,270,340.0,140.241,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r058.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,58,526,572.0,140.029,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r058.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,57,456,432.0,150.119,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r057.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,58,456,448.0,133.645,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r058.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,59,240,240,120.792,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r059.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,57,576,576.0,152.591,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r057.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,56,626,564.0,165.403,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r056.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,59,244,280.0,131.333,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r059.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,59,408,424.0,141.592,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r059.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,60,228,264.0,124.451,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r060.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,57,480,576.0,153.024,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r057.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,60,240,240,126.538,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r060.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,59,616,552.0,147.822,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r059.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,56,590,548.0,171.828,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r056.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,59,442,452.0,136.211,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r059.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,59,582,564.0,144.656,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r059.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,61,240,240,127.312,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r061.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,62,240,240,119.369,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r062.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,61,240,240,130.279,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r061.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,60,510,564.0,144.566,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r060.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,62,238,244.0,126.82,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r062.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,63,240,240,116.149,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r063.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,61,256,296.0,138.078,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r061.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,60,498,508.0,146.357,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r060.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,61,576,576.0,140.177,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r061.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,59,372,432.0,155.559,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r059.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,60,600,576.0,143.412,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r060.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,62,240,240,131.334,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r062.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,63,388,416.0,128.095,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r063.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,63,240,240,126.6,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r063.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,61,542,484.0,144.838,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r061.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,60,594,540.0,154.151,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r060.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,61,388,408.0,150.777,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r061.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,62,482,444.0,140.057,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r062.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,62,592,504.0,147.201,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r062.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,63,526,556.0,143.411,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r063.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,63,228,264.0,136.034,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r063.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,61,496,448.0,157.332,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r061.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,60,638,548.0,167.431,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r060.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,64,240,240,129.878,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r064.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,63,338,356.0,144.709,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r063.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,64,262,284.0,138.226,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r064.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,62,412,456.0,161.691,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r062.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,63,494,524.0,146.232,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r063.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,62,576,544.0,170.949,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r062.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,65,240,240,119.432,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r065.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,64,354,332.0,150.864,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r064.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,64,582,564.0,166.432,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r064.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,64,368,376.0,161.516,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r064.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,65,240,240,118.599,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r065.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,65,272,296.0,144.553,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r065.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,64,510,484.0,169.344,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r064.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,65,238,244.0,124.604,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r065.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,64,492,520.0,167.583,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r064.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,66,232,256.0,133.732,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r066.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,65,468,416.0,141.915,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r065.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,66,240,240,126.341,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r066.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,66,240,240,120.75,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r066.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,67,240,240,118.608,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r067.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,65,606,564.0,147.839,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r065.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,68,240,240,115.67,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r068.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,66,282,324.0,150.676,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r066.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,66,278,324.0,142.054,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r066.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,68,240,240,119.91,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r068.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,65,420,504.0,163.063,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r065.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,67,426,428.0,134.585,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r067.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,66,368,392.0,144.233,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r066.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,69,240,240,123.421,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r069.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,68,238,244.0,129.235,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r068.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,67,446,476.0,141.155,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r067.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,66,402,444.0,153.778,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r066.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,69,236,288.0,121.71,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r069.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,68,268,304.0,134.296,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r068.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,67,362,396.0,146.838,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r067.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,70,248,248.0,118.959,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r070.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,70,240,240,121.019,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r070.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,68,272,296.0,145.861,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r068.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,67,600,576.0,150.165,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r067.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,69,282,324.0,136.986,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r069.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,67,244,256.0,156.151,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r067.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,68,534,564.0,148.008,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r068.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,67,324,360.0,165.919,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r067.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,69,302,324.0,148.636,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r069.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,69,390,468.0,147.512,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r069.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,70,238,244.0,135.427,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r070.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,70,228,264.0,134.441,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r070.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,71,240,240,131.892,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r071.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,72,240,240,120.087,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r072.log
