model,repeat_index,actual_score,expected_score,elapsed_seconds,game_log_path
gpt-5.1,35,634,572.0,59.703,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r035.log
gpt-5.1,34,240,240,61.547,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r034.log
gpt-5.4,39,240,240,55.462,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r039.log
gpt-5.4,38,444,472.0,56.5,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r038.log
gpt-5.4,40,240,240,54.829,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r040.log
gpt-5.4,46,240,240,51.696,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r046.log
gpt-5.4,45,240,240,52.503,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r045.log
gpt-5.4,36,240,240,61.049,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r036.log
gpt-5.1,36,592,552.0,62.028,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r036.log
gpt-4o-mini,34,242,260.0,65.834,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r034.log
gpt-5.4,43,528,576.0,54.85,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r043.log
gpt-4o-mini,37,428,400.0,62.718,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r037.log
gpt-5.4,48,240,240,52.836,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r048.log
gpt-4o-mini,42,240,240,57.354,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r042.log
gpt-5.4,42,240,240,56.074,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r042.log
gpt-5.1,39,344,368.0,60.948,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r039.log
gpt-5.1,38,546,468.0,62.404,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r038.log
gpt-5.4,44,644,576.0,57.5,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r044.log
gpt-5.1,41,240,240,60.324,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r041.log
gpt-4o-mini,43,262,268.0,58.964,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r043.log
gpt-4.1,53,330,396.0,53.584,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r053.log
gpt-5.4,58,240,240,49.599,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r058.log
gpt-5.4,54,464,472.0,52.919,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r054.log
gpt-5.4,50,240,240,55.776,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r050.log
gpt-5.4,51,240,240,55.729,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r051.log
gpt-5.4,53,584,576.0,54.941,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r053.log
gpt-5.1,40,564,576.0,64.137,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r040.log
gpt-4.1,54,560,544.0,54.433,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r054.log
gpt-5.1,44,240,240,61.232,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r044.log
gpt-5.4,49,240,240,57.976,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r049.log
gpt-4o-mini,41,504,472.0,63.766,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r041.log
gpt-5.1,43,240,240,61.921,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r043.log
gpt-4o-mini,38,364,392.0,67.563,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r038.log
gpt-4.1,60,464,464.0,51.11,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r060.log
gpt-4o-mini,49,244,272.0,60.54,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r049.log
gpt-5.4,47,240,240,61.935,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r047.log
gpt-5.4,56,240,240,55.211,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r056.log
gpt-5.4,52,468,576.0,58.774,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r052.log
gpt-4.1,44,648,576.0,64.437,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r044.log
gpt-5.1,46,626,580.0,64.892,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r046.log
gpt-5.1,49,460,480.0,63.099,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r049.log
gpt-4.1,38,620,568.0,71.208,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r038.log
gpt-4o-mini,57,448,416.0,57.758,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r057.log
gpt-4.1,43,608,552.0,66.322,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r043.log
gpt-5.4,60,240,240,50.824,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r060.log
gpt-5.4,59,240,240,55.133,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r059.log
gpt-4.1,49,644,576.0,63.617,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r049.log
gpt-4.1,37,516,552.0,73.81,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r037.log
gpt-4o-mini,39,462,460.0,71.566,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r039.log
gpt-5.1,54,240,240,60.361,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r054.log
gpt-5.4,57,608,576.0,58.116,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r057.log
gpt-4.1,46,246,292.0,66.405,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r046.log
gpt-5.1,53,584,576.0,62.106,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r053.log
gpt-4o-mini,60,438,460.0,56.867,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r060.log
gpt-4o-mini,40,480,440.0,71.731,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r040.log
gpt-4o-mini,50,230,236.0,64.637,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r050.log
gpt-5.1,55,240,240,62.167,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r055.log
gpt-5.1,52,240,240,64.483,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r052.log
gpt-5.1,50,596,576.0,65.651,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r050.log
gpt-4o-mini,54,240,240,62.903,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r054.log
gpt-5.1,48,240,240,67.743,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r048.log
gpt-5.1,51,468,576.0,65.891,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r051.log
gpt-4.1,40,562,540.0,73.871,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r040.log
gpt-5.4,61,540,576.0,52.414,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r061.log
gpt-5.1,56,240,240,62.815,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r056.log
gpt-5.1,59,240,240,60.032,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r059.log
gpt-4o-mini,36,426,460.0,80.564,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r036.log
gpt-4o-mini,52,376,424.0,67.398,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r052.log
gpt-4o-mini,59,240,240,62.176,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r059.log
gpt-4.1,62,642,572.0,53.105,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r062.log
gpt-4.1,52,636,576.0,68.482,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r052.log
gpt-4o-mini,44,386,380.0,73.219,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r044.log
gpt-4.1,57,668,560.0,65.064,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r057.log
gpt-5.1,45,240,240,73.446,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r045.log
gpt-4.1,39,476,552.0,78.874,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r039.log
gpt-4.1,47,512,472.0,73.312,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r047.log
gpt-4o-mini,53,240,240,69.128,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r053.log
gpt-4.1,34,580,552.0,85.788,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r034.log
gpt-4o-mini,35,506,460.0,84.674,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r035.log
gpt-4o-mini,55,380,424.0,68.663,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r055.log
gpt-5.4,55,596,576.0,68.65,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r055.log
gpt-4.1,55,276,408.0,69.118,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r055.log
gpt-5.4,62,240,240,52.133,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r062.log
gpt-5.1,42,356,368.0,77.343,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r042.log
gpt-5.1,60,460,456.0,63.678,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r060.log
gpt-5.4,63,240,240,48.397,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r063.log
gpt-4.1,56,362,372.0,71.928,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r056.log
gpt-5.1,58,386,356.0,70.194,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r058.log
gpt-5.1,47,480,456.0,78.856,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r047.log
gpt-4o-mini,48,232,232,78.605,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r048.log
gpt-4o-mini,45,240,240,79.782,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r045.log
gpt-4.1,58,620,576.0,71.799,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r058.log
gpt-4.1,51,456,488.0,76.973,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r051.log
gpt-5.1,62,240,240,62.217,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r062.log
gpt-4.1,48,456,480.0,81.819,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r048.log
gpt-4o-mini,58,414,404.0,74.365,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r058.log
gpt-4o-mini,56,240,240,75.985,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r056.log
gpt-4.1,61,716,576.0,67.749,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r061.log
gpt-4.1,59,548,568.0,73.603,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r059.log
gpt-5.1,57,374,460.0,76.52,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r057.log
gpt-5.1,31,240,240,147.713,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r031.log
gpt-5.1,61,632,576.0,68.533,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r061.log
gpt-4o-mini,62,372,384.0,69.929,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r062.log
gpt-4o-mini,46,496,496.0,87.358,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r046.log
gpt-4.1,65,578,524.0,50.377,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r065.log
gpt-5.4,64,240,240,59.861,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r064.log
gpt-4o-mini,51,414,444.0,91.258,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r051.log
gpt-4o-mini,61,340,312.0,84.437,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r061.log
gpt-4.1,69,466,460.0,48.245,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r069.log
gpt-5.1,64,594,548.0,69.819,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r064.log
gpt-4o-mini,63,416,400.0,76.877,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r063.log
gpt-5.4,70,500,528.0,48.682,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r070.log
gpt-5.4,67,240,240,54.961,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r067.log
gpt-4.1,63,520,568.0,80.141,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r063.log
gpt-5.1,63,572,576.0,77.986,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r063.log
gpt-4o-mini,72,240,240,51.19,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r072.log
gpt-4.1,64,510,468.0,76.713,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r064.log
gpt-5.4,66,572,552.0,60.589,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r066.log
gpt-5.4,69,240,240,55.637,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r069.log
gpt-5.1,68,426,484.0,58.569,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r068.log
gpt-5.1,65,240,240,70.886,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r065.log
gpt-5.4,71,240,240,55.07,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r071.log
gpt-5.1,69,240,240,58.493,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r069.log
gpt-4o-mini,73,230,236.0,52.978,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r073.log
gpt-5.4,65,240,240,69.286,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r065.log
gpt-5.1,67,540,464.0,63.508,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r067.log
gpt-4.1,72,356,400.0,55.537,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r072.log
gpt-5.1,66,240,240,65.607,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r066.log
gpt-5.4,74,240,240,52.196,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r074.log
gpt-5.4,73,240,240,53.995,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r073.log
gpt-4.1,66,548,576.0,70.438,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r066.log
gpt-5.4,72,386,428.0,55.967,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r072.log
gpt-5.4,77,240,240,49.968,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r077.log
gpt-4o-mini,68,240,240,65.349,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r068.log
gpt-4.1,84,608,576.0,44.678,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r084.log
gpt-4o-mini,64,366,364.0,84.917,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r064.log
gpt-4o-mini,71,240,240,60.624,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r071.log
gpt-5.4,80,240,240,49.194,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r080.log
gpt-5.4,79,240,240,51.802,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r079.log
gpt-5.4,75,240,240,56.857,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r075.log
gpt-5.1,72,550,572.0,61.931,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r072.log
gpt-5.4,78,240,240,53.533,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r078.log
